timestamp,model,accuracy,precision,recall,f1_score
2025-10-07 16:34:33,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 16:34:33,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 16:35:27,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 16:35:27,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 16:36:08,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 16:36:08,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 17:03:59,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 17:03:59,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 17:06:07,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 17:06:07,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 17:10:43,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 17:10:46,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 18:01:26,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 18:01:26,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 18:02:15,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 18:02:15,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 18:16:45,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 18:16:45,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 18:21:48,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 18:21:48,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 18:22:35,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 18:22:36,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 18:24:08,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 18:24:09,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 18:25:25,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 18:25:25,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 18:30:16,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 18:30:16,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 18:32:49,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
2025-10-07 18:32:49,Random Forest,0.9875389408099688,0.9785932721712538,0.9968847352024922,0.9876543209876544
2025-10-07 18:39:24,Logistic Regression,0.7811526479750779,0.781591263650546,0.780373831775701,0.7809820732657833
